id,name,collection_or_case,rarity,float_category,image_url
922,★ Navaja Knife | Scorched,Knife Case,Covert,0.06 - 0.8,navaja.png
923,★ Navaja Knife | Safari Mesh,Knife Case,Covert,0.06 - 0.8,navaja.png
924,★ Navaja Knife | Night Stripe,Knife Case,Covert,0.06 - 0.8,navaja.png
925,★ Navaja Knife | Urban Masked,Knife Case,Covert,0.06 - 0.8,navaja.png
926,★ Karambit | Fade,Unknown,Covert,0 - 0.08,karambit.png
927,★ Karambit | Doppler,Unknown,Covert,0 - 0.08,karambit.png
928,★ Karambit | Doppler,Unknown,Covert,0 - 0.08,karambit.png
929,★ Karambit | Doppler,Unknown,Covert,0 - 0.08,karambit.png
930,★ Karambit | Doppler,Unknown,Covert,0 - 0.08,karambit.png
931,★ Karambit | Doppler,Unknown,Covert,0 - 0.08,karambit.png
932,★ Karambit | Gamma Doppler,Unknown,Covert,0 - 0.08,karambit.png
933,★ Karambit | Gamma Doppler,Unknown,Covert,0 - 0.08,karambit.png
934,★ Karambit | Gamma Doppler,Unknown,Covert,0 - 0.08,karambit.png
935,★ Karambit | Gamma Doppler,Unknown,Covert,0 - 0.08,karambit.png
936,★ Karambit | Gamma Doppler,Unknown,Covert,0 - 0.08,karambit.png
937,★ Karambit | Marble Fade,Unknown,Covert,0 - 0.08,karambit.png
938,★ Karambit | Freehand,Unknown,Covert,0 - 0.48,karambit.png
939,★ Karambit | Doppler,Unknown,Covert,0 - 0.08,karambit.png
940,★ Karambit | Doppler,Unknown,Covert,0 - 0.08,karambit.png
941,★ Karambit | Slaughter,Unknown,Covert,0.01 - 0.26,karambit.png
942,★ Karambit | Tiger Tooth,Unknown,Covert,0 - 0.08,karambit.png
943,★ Karambit | Blue Steel,Unknown,Covert,0 - 1,karambit.png
944,★ Karambit | Damascus Steel,Unknown,Covert,0 - 0.5,karambit.png
945,★ Karambit | Stained,Unknown,Covert,0 - 1,karambit.png
946,★ Karambit | Case Hardened,Unknown,Covert,0 - 1,karambit.png
947,★ Karambit | Rust Coat,Unknown,Covert,0.4 - 1,karambit.png
948,★ Karambit | Lore,Unknown,Covert,0 - 0.65,karambit.png
949,★ Karambit | Black Laminate,Unknown,Covert,0 - 1,karambit.png
950,★ Karambit | Autotronic,Unknown,Covert,0 - 0.85,karambit.png
951,★ Karambit | Forest DDPAT,Unknown,Covert,0.06 - 0.8,karambit.png
952,★ Karambit | Boreal Forest,Unknown,Covert,0.06 - 0.8,karambit.png
953,★ Karambit | Bright Water,Unknown,Covert,0 - 0.5,karambit.png
954,★ Karambit | Crimson Web,Unknown,Covert,0.06 - 0.8,karambit.png
955,★ Karambit | Night,Unknown,Covert,0.06 - 0.8,karambit.png
956,★ Karambit | Ultraviolet,Unknown,Covert,0.06 - 0.8,karambit.png
957,★ Karambit | Scorched,Unknown,Covert,0.06 - 0.8,karambit.png
958,★ Karambit | Safari Mesh,Unknown,Covert,0.06 - 0.8,karambit.png
959,★ Karambit | Urban Masked,Unknown,Covert,0.06 - 0.8,karambit.png
960,★ Kukri Knife | Fade,Knife Case,Covert,0 - 0.08,kukri.png
961,★ Kukri Knife | Slaughter,Knife Case,Covert,0.01 - 0.26,kukri.png
962,★ Kukri Knife | Blue Steel,Knife Case,Covert,0 - 1,kukri.png
963,★ Kukri Knife | Stained,Knife Case,Covert,0 - 1,kukri.png
964,★ Kukri Knife | Case Hardened,Knife Case,Covert,0 - 1,kukri.png
965,★ Kukri Knife | Forest DDPAT,Knife Case,Covert,0.06 - 0.8,kukri.png
966,★ Kukri Knife | Boreal Forest,Knife Case,Covert,0.06 - 0.8,kukri.png
967,★ Kukri Knife | Crimson Web,Knife Case,Covert,0.06 - 0.8,kukri.png
968,★ Kukri Knife | Scorched,Knife Case,Covert,0.06 - 0.8,kukri.png
969,★ Kukri Knife | Safari Mesh,Knife Case,Covert,0.06 - 0.8,kukri.png
970,★ Kukri Knife | Night Stripe,Knife Case,Covert,0.06 - 0.8,kukri.png
971,★ Kukri Knife | Urban Masked,Knife Case,Covert,0.06 - 0.8,kukri.png
972,★ M9 Bayonet | Fade,Unknown,Covert,0 - 0.08,bayonet.png
973,★ M9 Bayonet | Doppler,Unknown,Covert,0 - 0.08,bayonet.png
974,★ M9 Bayonet | Doppler,Unknown,Covert,0 - 0.08,bayonet.png
975,★ M9 Bayonet | Doppler,Unknown,Covert,0 - 0.08,bayonet.png
976,★ M9 Bayonet | Doppler,Unknown,Covert,0 - 0.08,bayonet.png
977,★ M9 Bayonet | Doppler,Unknown,Covert,0 - 0.08,bayonet.png
978,★ M9 Bayonet | Gamma Doppler,Unknown,Covert,0 - 0.08,bayonet.png
979,★ M9 Bayonet | Gamma Doppler,Unknown,Covert,0 - 0.08,bayonet.png
980,★ M9 Bayonet | Gamma Doppler,Unknown,Covert,0 - 0.08,bayonet.png
981,★ M9 Bayonet | Gamma Doppler,Unknown,Covert,0 - 0.08,bayonet.png
982,★ M9 Bayonet | Gamma Doppler,Unknown,Covert,0 - 0.08,bayonet.png
983,★ M9 Bayonet | Marble Fade,Unknown,Covert,0 - 0.08,bayonet.png
984,★ M9 Bayonet | Freehand,Unknown,Covert,0 - 0.48,bayonet.png
985,★ M9 Bayonet | Doppler,Unknown,Covert,0 - 0.08,bayonet.png
986,★ M9 Bayonet | Doppler,Unknown,Covert,0 - 0.08,bayonet.png
987,★ M9 Bayonet | Slaughter,Unknown,Covert,0.01 - 0.26,bayonet.png
988,★ M9 Bayonet | Tiger Tooth,Unknown,Covert,0 - 0.08,bayonet.png
989,★ M9 Bayonet | Blue Steel,Unknown,Covert,0 - 1,bayonet.png
990,★ M9 Bayonet | Damascus Steel,Unknown,Covert,0 - 0.5,bayonet.png
991,★ M9 Bayonet | Stained,Unknown,Covert,0 - 1,bayonet.png
992,★ M9 Bayonet | Case Hardened,Unknown,Covert,0 - 1,bayonet.png
993,★ M9 Bayonet | Rust Coat,Unknown,Covert,0.4 - 1,bayonet.png
994,★ M9 Bayonet | Lore,Unknown,Covert,0 - 0.65,bayonet.png
995,★ M9 Bayonet | Black Laminate,Unknown,Covert,0 - 1,bayonet.png
996,★ M9 Bayonet | Autotronic,Unknown,Covert,0 - 0.85,bayonet.png
997,★ M9 Bayonet | Forest DDPAT,Unknown,Covert,0.06 - 0.8,bayonet.png
998,★ M9 Bayonet | Boreal Forest,Unknown,Covert,0.06 - 0.8,bayonet.png
999,★ M9 Bayonet | Bright Water,Unknown,Covert,0 - 0.5,bayonet.png
1000,★ M9 Bayonet | Crimson Web,Unknown,Covert,0.06 - 0.8,bayonet.png
1001,★ M9 Bayonet | Night,Unknown,Covert,0.06 - 0.8,bayonet.png
1002,★ M9 Bayonet | Ultraviolet,Unknown,Covert,0.06 - 0.8,bayonet.png
1003,★ M9 Bayonet | Scorched,Unknown,Covert,0.06 - 0.8,bayonet.png
1004,★ M9 Bayonet | Safari Mesh,Unknown,Covert,0.06 - 0.8,bayonet.png
1005,★ M9 Bayonet | Urban Masked,Unknown,Covert,0.06 - 0.8,bayonet.png
1006,★ Nomad Knife | Fade,Knife Case,Covert,0 - 0.08,nomad.png
1007,★ Nomad Knife | Doppler,Knife Case,Covert,0 - 0.08,nomad.png
1008,★ Nomad Knife | Doppler,Knife Case,Covert,0 - 0.08,nomad.png
1009,★ Nomad Knife | Doppler,Knife Case,Covert,0 - 0.08,nomad.png
1010,★ Nomad Knife | Doppler,Knife Case,Covert,0 - 0.08,nomad.png
1011,★ Nomad Knife | Doppler,Knife Case,Covert,0 - 0.08,nomad.png
1012,★ Nomad Knife | Marble Fade,Knife Case,Covert,0 - 0.08,nomad.png
1013,★ Nomad Knife | Doppler,Knife Case,Covert,0 - 0.08,nomad.png
1014,★ Nomad Knife | Doppler,Knife Case,Covert,0 - 0.08,nomad.png
1015,★ Nomad Knife | Slaughter,Knife Case,Covert,0.01 - 0.26,nomad.png
1016,★ Nomad Knife | Tiger Tooth,Knife Case,Covert,0 - 0.08,nomad.png
1017,★ Nomad Knife | Blue Steel,Knife Case,Covert,0 - 1,nomad.png
1018,★ Nomad Knife | Damascus Steel,Knife Case,Covert,0 - 0.5,nomad.png
1019,★ Nomad Knife | Stained,Knife Case,Covert,0 - 1,nomad.png
1020,★ Nomad Knife | Case Hardened,Knife Case,Covert,0 - 1,nomad.png
1021,★ Nomad Knife | Rust Coat,Knife Case,Covert,0.4 - 1,nomad.png
1022,★ Nomad Knife | Forest DDPAT,Knife Case,Covert,0.06 - 0.8,nomad.png
1023,★ Nomad Knife | Boreal Forest,Knife Case,Covert,0.06 - 0.8,nomad.png
1024,★ Nomad Knife | Crimson Web,Knife Case,Covert,0.06 - 0.8,nomad.png
1025,★ Nomad Knife | Ultraviolet,Knife Case,Covert,0.06 - 0.8,nomad.png
1026,★ Nomad Knife | Scorched,Knife Case,Covert,0.06 - 0.8,nomad.png
1027,★ Nomad Knife | Safari Mesh,Knife Case,Covert,0.06 - 0.8,nomad.png
1028,★ Nomad Knife | Night Stripe,Knife Case,Covert,0.06 - 0.8,nomad.png
1029,★ Nomad Knife | Urban Masked,Knife Case,Covert,0.06 - 0.8,nomad.png
1030,★ Shadow Daggers | Fade,Unknown,Covert,0 - 0.08,daggers.png
1031,★ Shadow Daggers | Doppler,Unknown,Covert,0 - 0.08,daggers.png
1032,★ Shadow Daggers | Doppler,Unknown,Covert,0 - 0.08,daggers.png
1033,★ Shadow Daggers | Doppler,Unknown,Covert,0 - 0.08,daggers.png
1034,★ Shadow Daggers | Doppler,Unknown,Covert,0 - 0.08,daggers.png
1035,★ Shadow Daggers | Doppler,Unknown,Covert,0 - 0.08,daggers.png
1036,★ Shadow Daggers | Gamma Doppler,Unknown,Covert,0 - 0.08,daggers.png
1037,★ Shadow Daggers | Gamma Doppler,Unknown,Covert,0 - 0.08,daggers.png
1038,★ Shadow Daggers | Gamma Doppler,Unknown,Covert,0 - 0.08,daggers.png
1039,★ Shadow Daggers | Gamma Doppler,Unknown,Covert,0 - 0.08,daggers.png
1040,★ Shadow Daggers | Gamma Doppler,Unknown,Covert,0 - 0.08,daggers.png
1041,★ Shadow Daggers | Marble Fade,Unknown,Covert,0 - 0.08,daggers.png
1042,★ Shadow Daggers | Freehand,Unknown,Covert,0 - 0.48,daggers.png
1043,★ Shadow Daggers | Doppler,Unknown,Covert,0 - 0.08,daggers.png
1044,★ Shadow Daggers | Doppler,Unknown,Covert,0 - 0.08,daggers.png
1045,★ Shadow Daggers | Slaughter,Unknown,Covert,0.01 - 0.26,daggers.png
1046,★ Shadow Daggers | Tiger Tooth,Unknown,Covert,0 - 0.08,daggers.png
1047,★ Shadow Daggers | Blue Steel,Unknown,Covert,0 - 1,daggers.png
1048,★ Shadow Daggers | Damascus Steel,Unknown,Covert,0 - 0.5,daggers.png
1049,★ Shadow Daggers | Stained,Unknown,Covert,0 - 1,daggers.png
1050,★ Shadow Daggers | Case Hardened,Unknown,Covert,0 - 1,daggers.png
1051,★ Shadow Daggers | Rust Coat,Unknown,Covert,0.4 - 1,daggers.png
1052,★ Shadow Daggers | Lore,Unknown,Covert,0 - 1,daggers.png
1053,★ Shadow Daggers | Autotronic,Unknown,Covert,0 - 0.85,daggers.png
1054,★ Shadow Daggers | Black Laminate,Unknown,Covert,0 - 1,daggers.png
1055,★ Shadow Daggers | Forest DDPAT,Unknown,Covert,0.06 - 0.8,daggers.png
1056,★ Shadow Daggers | Boreal Forest,Unknown,Covert,0.06 - 0.8,daggers.png
1057,★ Shadow Daggers | Bright Water,Unknown,Covert,0 - 0.5,daggers.png
1058,★ Shadow Daggers | Crimson Web,Unknown,Covert,0.06 - 0.8,daggers.png
1059,★ Shadow Daggers | Night,Unknown,Covert,0.06 - 0.8,daggers.png
1060,★ Shadow Daggers | Ultraviolet,Unknown,Covert,0.06 - 0.8,daggers.png
1061,★ Shadow Daggers | Scorched,Unknown,Covert,0.06 - 0.8,daggers.png
1062,★ Shadow Daggers | Safari Mesh,Unknown,Covert,0.06 - 0.8,daggers.png
1063,★ Shadow Daggers | Urban Masked,Unknown,Covert,0.06 - 0.8,daggers.png
1064,★ Skeleton Knife | Fade,Knife Case,Covert,0 - 0.08,skeleton.png
1065,★ Skeleton Knife | Doppler,Knife Case,Covert,0 - 0.08,skeleton.png
1066,★ Skeleton Knife | Doppler,Knife Case,Covert,0 - 0.08,skeleton.png
1067,★ Skeleton Knife | Doppler,Knife Case,Covert,0 - 0.08,skeleton.png
1068,★ Skeleton Knife | Doppler,Knife Case,Covert,0 - 0.08,skeleton.png
1069,★ Skeleton Knife | Doppler,Knife Case,Covert,0 - 0.08,skeleton.png
1070,★ Skeleton Knife | Marble Fade,Knife Case,Covert,0 - 0.08,skeleton.png
1071,★ Skeleton Knife | Doppler,Knife Case,Covert,0 - 0.08,skeleton.png
1072,★ Skeleton Knife | Doppler,Knife Case,Covert,0 - 0.08,skeleton.png
1073,★ Skeleton Knife | Slaughter,Knife Case,Covert,0.01 - 0.26,skeleton.png
1074,★ Skeleton Knife | Tiger Tooth,Knife Case,Covert,0 - 0.08,skeleton.png
1075,★ Skeleton Knife | Blue Steel,Knife Case,Covert,0 - 1,skeleton.png
1076,★ Skeleton Knife | Damascus Steel,Knife Case,Covert,0 - 0.5,skeleton.png
1077,★ Skeleton Knife | Stained,Knife Case,Covert,0 - 1,skeleton.png
1078,★ Skeleton Knife | Case Hardened,Knife Case,Covert,0 - 1,skeleton.png
1079,★ Skeleton Knife | Rust Coat,Knife Case,Covert,0.4 - 1,skeleton.png
1080,★ Skeleton Knife | Forest DDPAT,Knife Case,Covert,0.06 - 0.8,skeleton.png
1081,★ Skeleton Knife | Boreal Forest,Knife Case,Covert,0.06 - 0.8,skeleton.png
1082,★ Skeleton Knife | Crimson Web,Knife Case,Covert,0.06 - 0.8,skeleton.png
1083,★ Skeleton Knife | Ultraviolet,Knife Case,Covert,0.06 - 0.8,skeleton.png
1084,★ Skeleton Knife | Scorched,Knife Case,Covert,0.06 - 0.8,skeleton.png
1085,★ Skeleton Knife | Safari Mesh,Knife Case,Covert,0.06 - 0.8,skeleton.png
1086,★ Skeleton Knife | Night Stripe,Knife Case,Covert,0.06 - 0.8,skeleton.png
1087,★ Skeleton Knife | Urban Masked,Knife Case,Covert,0.06 - 0.8,skeleton.png
1088,★ Stiletto Knife | Fade,Knife Case,Covert,0 - 0.08,stiletto.png
1089,★ Stiletto Knife | Doppler,Knife Case,Covert,0 - 0.08,stiletto.png
1090,★ Stiletto Knife | Doppler,Knife Case,Covert,0 - 0.08,stiletto.png
1091,★ Stiletto Knife | Doppler,Knife Case,Covert,0 - 0.08,stiletto.png
1092,★ Stiletto Knife | Doppler,Knife Case,Covert,0 - 0.08,stiletto.png
1093,★ Stiletto Knife | Doppler,Knife Case,Covert,0 - 0.08,stiletto.png
1094,★ Stiletto Knife | Marble Fade,Knife Case,Covert,0 - 0.08,stiletto.png
1095,★ Stiletto Knife | Doppler,Knife Case,Covert,0 - 0.08,stiletto.png
1096,★ Stiletto Knife | Doppler,Knife Case,Covert,0 - 0.08,stiletto.png
1097,★ Stiletto Knife | Slaughter,Knife Case,Covert,0.01 - 0.26,stiletto.png
1098,★ Stiletto Knife | Tiger Tooth,Knife Case,Covert,0 - 0.08,stiletto.png
1099,★ Stiletto Knife | Blue Steel,Knife Case,Covert,0 - 1,stiletto.png
1100,★ Stiletto Knife | Damascus Steel,Knife Case,Covert,0 - 0.5,stiletto.png
1101,★ Stiletto Knife | Stained,Knife Case,Covert,0 - 1,stiletto.png
1102,★ Stiletto Knife | Case Hardened,Knife Case,Covert,0 - 1,stiletto.png
1103,★ Stiletto Knife | Rust Coat,Knife Case,Covert,0.4 - 1,stiletto.png
1104,★ Stiletto Knife | Forest DDPAT,Knife Case,Covert,0.06 - 0.8,stiletto.png
1105,★ Stiletto Knife | Boreal Forest,Knife Case,Covert,0.06 - 0.8,stiletto.png
1106,★ Stiletto Knife | Crimson Web,Knife Case,Covert,0.06 - 0.8,stiletto.png
1107,★ Stiletto Knife | Ultraviolet,Knife Case,Covert,0.06 - 0.8,stiletto.png
1108,★ Stiletto Knife | Scorched,Knife Case,Covert,0.06 - 0.8,stiletto.png
1109,★ Stiletto Knife | Safari Mesh,Knife Case,Covert,0.06 - 0.8,stiletto.png
1110,★ Stiletto Knife | Night Stripe,Knife Case,Covert,0.06 - 0.8,stiletto.png
1111,★ Stiletto Knife | Urban Masked,Knife Case,Covert,0.06 - 0.8,stiletto.png
1112,★ Bowie Knife | Fade,Knife Case,Covert,0 - 0.08,bowie.png
1113,★ Bowie Knife | Doppler,Knife Case,Covert,0 - 0.08,bowie.png
1114,★ Bowie Knife | Doppler,Knife Case,Covert,0 - 0.08,bowie.png
1115,★ Bowie Knife | Doppler,Knife Case,Covert,0 - 0.08,bowie.png
1116,★ Bowie Knife | Doppler,Knife Case,Covert,0 - 0.08,bowie.png
1117,★ Bowie Knife | Doppler,Knife Case,Covert,0 - 0.08,bowie.png
1118,★ Bowie Knife | Gamma Doppler,Knife Case,Covert,0 - 0.08,bowie.png
1119,★ Bowie Knife | Gamma Doppler,Knife Case,Covert,0 - 0.08,bowie.png
1120,★ Bowie Knife | Gamma Doppler,Knife Case,Covert,0 - 0.08,bowie.png
1121,★ Bowie Knife | Gamma Doppler,Knife Case,Covert,0 - 0.08,bowie.png
1122,★ Bowie Knife | Gamma Doppler,Knife Case,Covert,0 - 0.08,bowie.png
1123,★ Bowie Knife | Marble Fade,Knife Case,Covert,0 - 0.08,bowie.png
1124,★ Bowie Knife | Freehand,Knife Case,Covert,0 - 0.48,bowie.png
1125,★ Bowie Knife | Doppler,Knife Case,Covert,0 - 0.08,bowie.png
1126,★ Bowie Knife | Doppler,Knife Case,Covert,0 - 0.08,bowie.png
1127,★ Bowie Knife | Slaughter,Knife Case,Covert,0.01 - 0.26,bowie.png
1128,★ Bowie Knife | Tiger Tooth,Knife Case,Covert,0 - 0.08,bowie.png
1129,★ Bowie Knife | Blue Steel,Knife Case,Covert,0 - 1,bowie.png
1130,★ Bowie Knife | Damascus Steel,Knife Case,Covert,0 - 0.5,bowie.png
1131,★ Bowie Knife | Stained,Knife Case,Covert,0 - 1,bowie.png
1132,★ Bowie Knife | Case Hardened,Knife Case,Covert,0 - 1,bowie.png
1133,★ Bowie Knife | Rust Coat,Knife Case,Covert,0.4 - 1,bowie.png
1134,★ Bowie Knife | Lore,Knife Case,Covert,0 - 1,bowie.png
1135,★ Bowie Knife | Autotronic,Knife Case,Covert,0 - 0.85,bowie.png
1136,★ Bowie Knife | Black Laminate,Knife Case,Covert,0 - 1,bowie.png
1137,★ Bowie Knife | Forest DDPAT,Knife Case,Covert,0.06 - 0.8,bowie.png
1138,★ Bowie Knife | Boreal Forest,Knife Case,Covert,0.06 - 0.8,bowie.png
1139,★ Bowie Knife | Bright Water,Knife Case,Covert,0 - 0.5,bowie.png
1140,★ Bowie Knife | Crimson Web,Knife Case,Covert,0.06 - 0.8,bowie.png
1141,★ Bowie Knife | Night,Knife Case,Covert,0.06 - 0.8,bowie.png
1142,★ Bowie Knife | Ultraviolet,Knife Case,Covert,0.06 - 0.8,bowie.png
1143,★ Bowie Knife | Scorched,Knife Case,Covert,0.06 - 0.8,bowie.png
1144,★ Bowie Knife | Safari Mesh,Knife Case,Covert,0.06 - 0.8,bowie.png
1145,★ Bowie Knife | Urban Masked,Knife Case,Covert,0.06 - 0.8,bowie.png
1146,★ Huntsman Knife | Fade,Knife Case,Covert,0 - 0.08,huntsman.png
1147,★ Huntsman Knife | Doppler,Knife Case,Covert,0 - 0.08,huntsman.png
1148,★ Huntsman Knife | Doppler,Knife Case,Covert,0 - 0.08,huntsman.png
1149,★ Huntsman Knife | Doppler,Knife Case,Covert,0 - 0.08,huntsman.png
1150,★ Huntsman Knife | Doppler,Knife Case,Covert,0 - 0.08,huntsman.png
1151,★ Huntsman Knife | Doppler,Knife Case,Covert,0 - 0.08,huntsman.png
1152,★ Huntsman Knife | Gamma Doppler,Knife Case,Covert,0 - 0.08,huntsman.png
1153,★ Huntsman Knife | Gamma Doppler,Knife Case,Covert,0 - 0.08,huntsman.png
1154,★ Huntsman Knife | Gamma Doppler,Knife Case,Covert,0 - 0.08,huntsman.png
1155,★ Huntsman Knife | Gamma Doppler,Knife Case,Covert,0 - 0.08,huntsman.png
1156,★ Huntsman Knife | Gamma Doppler,Knife Case,Covert,0 - 0.08,huntsman.png
1157,★ Huntsman Knife | Marble Fade,Knife Case,Covert,0 - 0.08,huntsman.png
1158,★ Huntsman Knife | Freehand,Knife Case,Covert,0 - 0.48,huntsman.png
1159,★ Huntsman Knife | Doppler,Knife Case,Covert,0 - 0.08,huntsman.png
1160,★ Huntsman Knife | Doppler,Knife Case,Covert,0 - 0.08,huntsman.png
1161,★ Huntsman Knife | Slaughter,Knife Case,Covert,0.01 - 0.26,huntsman.png
1162,★ Huntsman Knife | Tiger Tooth,Knife Case,Covert,0 - 0.08,huntsman.png
1163,★ Huntsman Knife | Blue Steel,Knife Case,Covert,0 - 1,huntsman.png
1164,★ Huntsman Knife | Damascus Steel,Knife Case,Covert,0 - 0.5,huntsman.png
1165,★ Huntsman Knife | Stained,Knife Case,Covert,0 - 1,huntsman.png
1166,★ Huntsman Knife | Case Hardened,Knife Case,Covert,0 - 1,huntsman.png
1167,★ Huntsman Knife | Rust Coat,Knife Case,Covert,0.4 - 1,huntsman.png
1168,★ Huntsman Knife | Lore,Knife Case,Covert,0 - 0.65,huntsman.png
1169,★ Huntsman Knife | Ultraviolet,Knife Case,Covert,0.06 - 0.8,huntsman.png
1170,★ Huntsman Knife | Autotronic,Knife Case,Covert,0 - 0.85,huntsman.png
1171,★ Huntsman Knife | Black Laminate,Knife Case,Covert,0 - 1,huntsman.png
1172,★ Huntsman Knife | Forest DDPAT,Knife Case,Covert,0.06 - 0.8,huntsman.png
1173,★ Huntsman Knife | Boreal Forest,Knife Case,Covert,0.06 - 0.8,huntsman.png
1174,★ Huntsman Knife | Bright Water,Knife Case,Covert,0 - 0.5,huntsman.png
1175,★ Huntsman Knife | Crimson Web,Knife Case,Covert,0.06 - 0.8,huntsman.png
1176,★ Huntsman Knife | Night,Knife Case,Covert,0.06 - 0.8,huntsman.png
1177,★ Huntsman Knife | Scorched,Knife Case,Covert,0.06 - 0.8,huntsman.png
1178,★ Huntsman Knife | Safari Mesh,Knife Case,Covert,0.06 - 0.8,huntsman.png
1179,★ Huntsman Knife | Urban Masked,Knife Case,Covert,0.06 - 0.8,huntsman.png
1180,★ Ursus Knife | Fade,Knife Case,Covert,0 - 0.08,ursus.png
1181,★ Ursus Knife | Doppler,Knife Case,Covert,0 - 0.08,ursus.png
1182,★ Ursus Knife | Doppler,Knife Case,Covert,0 - 0.08,ursus.png
1183,★ Ursus Knife | Doppler,Knife Case,Covert,0 - 0.08,ursus.png
1184,★ Ursus Knife | Doppler,Knife Case,Covert,0 - 0.08,ursus.png
1185,★ Ursus Knife | Doppler,Knife Case,Covert,0 - 0.08,ursus.png
1186,★ Ursus Knife | Marble Fade,Knife Case,Covert,0 - 0.08,ursus.png
1187,★ Ursus Knife | Doppler,Knife Case,Covert,0 - 0.08,ursus.png
1188,★ Ursus Knife | Doppler,Knife Case,Covert,0 - 0.08,ursus.png
1189,★ Ursus Knife | Slaughter,Knife Case,Covert,0.01 - 0.26,ursus.png
1190,★ Ursus Knife | Tiger Tooth,Knife Case,Covert,0 - 0.08,ursus.png
1191,★ Ursus Knife | Blue Steel,Knife Case,Covert,0 - 1,ursus.png
1192,★ Ursus Knife | Damascus Steel,Knife Case,Covert,0 - 0.5,ursus.png
1193,★ Ursus Knife | Stained,Knife Case,Covert,0 - 1,ursus.png
1194,★ Ursus Knife | Case Hardened,Knife Case,Covert,0 - 1,ursus.png
1195,★ Ursus Knife | Rust Coat,Knife Case,Covert,0.4 - 1,ursus.png
1196,★ Ursus Knife | Forest DDPAT,Knife Case,Covert,0.06 - 0.8,ursus.png
1197,★ Ursus Knife | Boreal Forest,Knife Case,Covert,0.06 - 0.8,ursus.png
1198,★ Ursus Knife | Crimson Web,Knife Case,Covert,0.06 - 0.8,ursus.png
1199,★ Ursus Knife | Ultraviolet,Knife Case,Covert,0.06 - 0.8,ursus.png
1200,★ Ursus Knife | Scorched,Knife Case,Covert,0.06 - 0.8,ursus.png
1201,★ Ursus Knife | Safari Mesh,Knife Case,Covert,0.06 - 0.8,ursus.png
1202,★ Ursus Knife | Night Stripe,Knife Case,Covert,0.06 - 0.8,ursus.png
1203,★ Ursus Knife | Urban Masked,Knife Case,Covert,0.06 - 0.8,ursus.png
1204,★ Talon Knife | Fade,Knife Case,Covert,0 - 0.08,talon.png
1205,★ Talon Knife | Doppler,Knife Case,Covert,0 - 0.08,talon.png
1206,★ Talon Knife | Doppler,Knife Case,Covert,0 - 0.08,talon.png
1207,★ Talon Knife | Doppler,Knife Case,Covert,0 - 0.08,talon.png
1208,★ Talon Knife | Doppler,Knife Case,Covert,0 - 0.08,talon.png
1209,★ Talon Knife | Doppler,Knife Case,Covert,0 - 0.08,talon.png
1210,★ Talon Knife | Marble Fade,Knife Case,Covert,0 - 0.08,talon.png
1211,★ Talon Knife | Doppler,Knife Case,Covert,0 - 0.08,talon.png
1212,★ Talon Knife | Doppler,Knife Case,Covert,0 - 0.08,talon.png
1213,★ Talon Knife | Slaughter,Knife Case,Covert,0.01 - 0.26,talon.png
1214,★ Talon Knife | Tiger Tooth,Knife Case,Covert,0 - 0.08,talon.png
1215,★ Talon Knife | Blue Steel,Knife Case,Covert,0 - 1,talon.png
1216,★ Talon Knife | Damascus Steel,Knife Case,Covert,0 - 0.5,talon.png
1217,★ Talon Knife | Stained,Knife Case,Covert,0 - 1,talon.png
1218,★ Talon Knife | Case Hardened,Knife Case,Covert,0 - 1,talon.png
1219,★ Talon Knife | Rust Coat,Knife Case,Covert,0.4 - 1,talon.png
1220,★ Talon Knife | Forest DDPAT,Knife Case,Covert,0.06 - 0.8,talon.png
1221,★ Talon Knife | Boreal Forest,Knife Case,Covert,0.06 - 0.8,talon.png
1222,★ Talon Knife | Crimson Web,Knife Case,Covert,0.06 - 0.8,talon.png
1223,★ Talon Knife | Ultraviolet,Knife Case,Covert,0.06 - 0.8,talon.png
1224,★ Talon Knife | Scorched,Knife Case,Covert,0.06 - 0.8,talon.png
1225,★ Talon Knife | Safari Mesh,Knife Case,Covert,0.06 - 0.8,talon.png
1226,★ Talon Knife | Night Stripe,Knife Case,Covert,0.06 - 0.8,talon.png
1227,★ Talon Knife | Urban Masked,Knife Case,Covert,0.06 - 0.8,talon.png
1228,M249 | Aztec,The CS20 Collection,Restricted,0 - 0.75,m249.png
1229,M249 | Magma,The Winter Offensive Collection,Mil-Spec Grade,0 - 0.7,m249.png
1230,M249 | Deep Relief,The Operation Broken Fang Collection,Mil-Spec Grade,0 - 1,m249.png
1231,M249 | Downtown,The Recoil Collection,Restricted,0 - 0.65,m249.png
1232,M249 | Submerged,The Anubis Collection,Consumer Grade,0.02 - 0.8,m249.png
1233,M249 | System Lock,The Chroma Collection,Mil-Spec Grade,0 - 0.8,m249.png
1234,M249 | Spectre,The Chroma 3 Collection,Mil-Spec Grade,0 - 0.5,m249.png
1235,M249 | O.S.I.P.R.,The Snakebite Collection,Mil-Spec Grade,0 - 0.7,m249.png
1236,M249 | Nebula Crusader,The Shadow Collection,Restricted,0 - 1,m249.png
1237,M249 | Warbird,The Shattered Web Collection,Mil-Spec Grade,0.05 - 0.65,m249.png
1238,M249 | Spectrogram,The Graphic Design Collection,Industrial Grade,0 - 0.5,m249.png
1239,M249 | Blizzard Marbleized,The Office Collection,Industrial Grade,0.06 - 0.8,m249.png
1240,M249 | Jungle DDPAT,The Alpha Collection,Consumer Grade,0.06 - 0.8,m249.png
