name,collection_or_case,rarity,float_category
★ Hand Wraps | Spruce DDPAT,Unknown,Extraordinary,0.06 - 0.8
★ Bowie Knife | Tiger Tooth,Knife Case,Covert,0 - 0.08
★ Bowie Knife | Blue Steel,Knife Case,Covert,0 - 1
★ Bowie Knife | Damascus Steel,Knife Case,Covert,0 - 0.5
★ Bowie Knife | Stained,Knife Case,Covert,0 - 1
★ Bowie Knife | Case Hardened,Knife Case,Covert,0 - 1
★ Bowie Knife | Rust Coat,Knife Case,Covert,0.4 - 1
★ Bowie Knife | Lore,Knife Case,Covert,0 - 1
★ Bowie Knife | Autotronic,Knife Case,Covert,0 - 0.85
★ Bowie Knife | Black Laminate,Knife Case,Covert,0 - 1
★ Bowie Knife | Forest DDPAT,Knife Case,Covert,0.06 - 0.8
★ Bowie Knife | Boreal Forest,Knife Case,Covert,0.06 - 0.8
★ Bowie Knife | Bright Water,Knife Case,Covert,0 - 0.5
★ Bowie Knife | Crimson Web,Knife Case,Covert,0.06 - 0.8
★ Bowie Knife | Night,Knife Case,Covert,0.06 - 0.8
★ Bowie Knife | Ultraviolet,Knife Case,Covert,0.06 - 0.8
★ Bowie Knife | Scorched,Knife Case,Covert,0.06 - 0.8
★ Bowie Knife | Safari Mesh,Knife Case,Covert,0.06 - 0.8
★ Bowie Knife | Urban Masked,Knife Case,Covert,0.06 - 0.8
★ Huntsman Knife | Fade,Knife Case,Covert,0 - 0.08
★ Huntsman Knife | Doppler,Knife Case,Covert,0 - 0.08
★ Huntsman Knife | Doppler,Knife Case,Covert,0 - 0.08
★ Huntsman Knife | Doppler,Knife Case,Covert,0 - 0.08
★ Huntsman Knife | Doppler,Knife Case,Covert,0 - 0.08
★ Huntsman Knife | Doppler,Knife Case,Covert,0 - 0.08
★ Huntsman Knife | Gamma Doppler,Knife Case,Covert,0 - 0.08
★ Huntsman Knife | Gamma Doppler,Knife Case,Covert,0 - 0.08
★ Huntsman Knife | Gamma Doppler,Knife Case,Covert,0 - 0.08
★ Huntsman Knife | Gamma Doppler,Knife Case,Covert,0 - 0.08
★ Huntsman Knife | Gamma Doppler,Knife Case,Covert,0 - 0.08
★ Huntsman Knife | Marble Fade,Knife Case,Covert,0 - 0.08
★ Huntsman Knife | Freehand,Knife Case,Covert,0 - 0.48
★ Huntsman Knife | Doppler,Knife Case,Covert,0 - 0.08
★ Huntsman Knife | Doppler,Knife Case,Covert,0 - 0.08
★ Huntsman Knife | Slaughter,Knife Case,Covert,0.01 - 0.26
★ Huntsman Knife | Tiger Tooth,Knife Case,Covert,0 - 0.08
★ Huntsman Knife | Blue Steel,Knife Case,Covert,0 - 1
★ Huntsman Knife | Damascus Steel,Knife Case,Covert,0 - 0.5
★ Huntsman Knife | Stained,Knife Case,Covert,0 - 1
★ Huntsman Knife | Case Hardened,Knife Case,Covert,0 - 1
★ Huntsman Knife | Rust Coat,Knife Case,Covert,0.4 - 1
★ Huntsman Knife | Lore,Knife Case,Covert,0 - 0.65
★ Huntsman Knife | Ultraviolet,Knife Case,Covert,0.06 - 0.8
★ Huntsman Knife | Autotronic,Knife Case,Covert,0 - 0.85
★ Huntsman Knife | Black Laminate,Knife Case,Covert,0 - 1
★ Huntsman Knife | Forest DDPAT,Knife Case,Covert,0.06 - 0.8
★ Huntsman Knife | Boreal Forest,Knife Case,Covert,0.06 - 0.8
★ Huntsman Knife | Bright Water,Knife Case,Covert,0 - 0.5
★ Huntsman Knife | Crimson Web,Knife Case,Covert,0.06 - 0.8
★ Huntsman Knife | Night,Knife Case,Covert,0.06 - 0.8
★ Huntsman Knife | Scorched,Knife Case,Covert,0.06 - 0.8
★ Huntsman Knife | Safari Mesh,Knife Case,Covert,0.06 - 0.8
★ Huntsman Knife | Urban Masked,Knife Case,Covert,0.06 - 0.8
★ Ursus Knife | Fade,Knife Case,Covert,0 - 0.08
★ Ursus Knife | Doppler,Knife Case,Covert,0 - 0.08
★ Ursus Knife | Doppler,Knife Case,Covert,0 - 0.08
★ Ursus Knife | Doppler,Knife Case,Covert,0 - 0.08
★ Ursus Knife | Doppler,Knife Case,Covert,0 - 0.08
★ Ursus Knife | Doppler,Knife Case,Covert,0 - 0.08
★ Ursus Knife | Marble Fade,Knife Case,Covert,0 - 0.08
★ Ursus Knife | Doppler,Knife Case,Covert,0 - 0.08
★ Ursus Knife | Doppler,Knife Case,Covert,0 - 0.08
★ Ursus Knife | Slaughter,Knife Case,Covert,0.01 - 0.26
★ Ursus Knife | Tiger Tooth,Knife Case,Covert,0 - 0.08
★ Ursus Knife | Blue Steel,Knife Case,Covert,0 - 1
★ Ursus Knife | Damascus Steel,Knife Case,Covert,0 - 0.5
★ Ursus Knife | Stained,Knife Case,Covert,0 - 1
★ Ursus Knife | Case Hardened,Knife Case,Covert,0 - 1
★ Ursus Knife | Rust Coat,Knife Case,Covert,0.4 - 1
★ Ursus Knife | Forest DDPAT,Knife Case,Covert,0.06 - 0.8
★ Ursus Knife | Boreal Forest,Knife Case,Covert,0.06 - 0.8
★ Ursus Knife | Crimson Web,Knife Case,Covert,0.06 - 0.8
★ Ursus Knife | Ultraviolet,Knife Case,Covert,0.06 - 0.8
★ Ursus Knife | Scorched,Knife Case,Covert,0.06 - 0.8
★ Ursus Knife | Safari Mesh,Knife Case,Covert,0.06 - 0.8
★ Ursus Knife | Night Stripe,Knife Case,Covert,0.06 - 0.8
★ Ursus Knife | Urban Masked,Knife Case,Covert,0.06 - 0.8
★ Talon Knife | Fade,Knife Case,Covert,0 - 0.08
★ Talon Knife | Doppler,Knife Case,Covert,0 - 0.08
★ Talon Knife | Doppler,Knife Case,Covert,0 - 0.08
★ Talon Knife | Doppler,Knife Case,Covert,0 - 0.08
★ Talon Knife | Doppler,Knife Case,Covert,0 - 0.08
★ Talon Knife | Doppler,Knife Case,Covert,0 - 0.08
★ Talon Knife | Marble Fade,Knife Case,Covert,0 - 0.08
★ Talon Knife | Doppler,Knife Case,Covert,0 - 0.08
★ Talon Knife | Doppler,Knife Case,Covert,0 - 0.08
★ Talon Knife | Slaughter,Knife Case,Covert,0.01 - 0.26
★ Talon Knife | Tiger Tooth,Knife Case,Covert,0 - 0.08
★ Talon Knife | Blue Steel,Knife Case,Covert,0 - 1
★ Talon Knife | Damascus Steel,Knife Case,Covert,0 - 0.5
★ Talon Knife | Stained,Knife Case,Covert,0 - 1
★ Talon Knife | Case Hardened,Knife Case,Covert,0 - 1
★ Talon Knife | Rust Coat,Knife Case,Covert,0.4 - 1
★ Talon Knife | Forest DDPAT,Knife Case,Covert,0.06 - 0.8
★ Talon Knife | Boreal Forest,Knife Case,Covert,0.06 - 0.8
★ Talon Knife | Crimson Web,Knife Case,Covert,0.06 - 0.8
★ Talon Knife | Ultraviolet,Knife Case,Covert,0.06 - 0.8
★ Talon Knife | Scorched,Knife Case,Covert,0.06 - 0.8
★ Talon Knife | Safari Mesh,Knife Case,Covert,0.06 - 0.8
★ Talon Knife | Night Stripe,Knife Case,Covert,0.06 - 0.8
★ Talon Knife | Urban Masked,Knife Case,Covert,0.06 - 0.8
M249 | Aztec,The CS20 Collection,Restricted,0 - 0.75
M249 | Magma,The Winter Offensive Collection,Mil-Spec Grade,0 - 0.7
M249 | Deep Relief,The Operation Broken Fang Collection,Mil-Spec Grade,0 - 1
M249 | Downtown,The Recoil Collection,Restricted,0 - 0.65
M249 | Submerged,The Anubis Collection,Consumer Grade,0.02 - 0.8
M249 | System Lock,The Chroma Collection,Mil-Spec Grade,0 - 0.8
M249 | Spectre,The Chroma 3 Collection,Mil-Spec Grade,0 - 0.5
M249 | O.S.I.P.R.,The Snakebite Collection,Mil-Spec Grade,0 - 0.7
M249 | Nebula Crusader,The Shadow Collection,Restricted,0 - 1
M249 | Warbird,The Shattered Web Collection,Mil-Spec Grade,0.05 - 0.65
M249 | Spectrogram,The Graphic Design Collection,Industrial Grade,0 - 0.5
M249 | Blizzard Marbleized,The Office Collection,Industrial Grade,0.06 - 0.8
M249 | Jungle DDPAT,The Alpha Collection,Consumer Grade,0.06 - 0.8
M249 | Shipping Forecast,The Gods and Monsters Collection,Industrial Grade,0 - 0.5
M249 | Sage Camo,The Boreal Collection,Consumer Grade,0 - 0.6
M249 | Hypnosis,The Gallery Collection,Mil-Spec Grade,0 - 1
M249 | Jungle,The St. Marc Collection,Consumer Grade,0.06 - 0.8
M249 | Impact Drill,The Chop Shop Collection,Consumer Grade,0 - 1
M249 | Emerald Poison Dart,The Spectrum Collection,Restricted,0 - 0.45
M249 | Gator Mesh,The Safehouse Collection,Industrial Grade,0 - 0.6
M249 | Humidor,The 2021 Mirage Collection,Mil-Spec Grade,0 - 0.5
M249 | Midnight Palm,The 2021 Dust 2 Collection,Industrial Grade,0 - 0.5
M249 | Contrast Spray,The Overpass Collection,Consumer Grade,0.06 - 0.8
M249 | Predator,The Havoc Collection,Consumer Grade,0.06 - 0.8
M4A4 | Mainframe,The 2018 Nuke Collection,Industrial Grade,0 - 0.5
M4A4 | Daybreak,The Rising Sun Collection,Restricted,0 - 0.6
M4A4 | Bullet Rain,The eSports 2014 Summer Collection,Covert,0.02 - 0.46
M4A4 | Global Offensive,The Control Collection,Mil-Spec Grade,0 - 0.7
M4A4 | Asiimov,The Winter Offensive Collection,Covert,0.18 - 1
M4A4 | Howl,Unknown,Contraband,0 - 0.4
M4A4 | 龍王 (Dragon King),The Chroma Collection,Classified,0 - 0.75
M4A4 | Cyber Security,The Operation Broken Fang Collection,Classified,0 - 0.98
M4A4 | Desolate Space,The Gamma Collection,Classified,0 - 1
M4A4 | Poly Mag,The Recoil Collection,Mil-Spec Grade,0 - 1
M4A4 | Evil Daimyo,The Falchion Collection,Restricted,0 - 0.52
M4A4 | Griffin,The Vanguard Collection,Restricted,0 - 0.8
M4A4 | Hellfire,The Operation Hydra Collection,Classified,0 - 0.5
M4A4 | In Living Color,The Snakebite Collection,Covert,0 - 0.79
M4A4 | Neo-Noir,The Clutch Collection,Covert,0 - 0.9
M4A4 | Tooth Fairy,The Fracture Collection,Classified,0 - 0.73
M4A4 | Temukau,The Revolution Collection,Covert,0 - 0.8
M4A4 | Hellish,The Train 2025 Collection,Classified,0 - 1
M4A4 | Poseidon,The Gods and Monsters Collection,Classified,0 - 0.33
M4A4 | Desert-Strike,The Huntsman Collection,Covert,0 - 0.7
M4A4 | X-Ray,The eSports 2013 Winter Collection,Covert,0 - 0.3
M4A4 | Spider Lily,The Operation Riptide Collection,Restricted,0 - 1
M4A4 | Magnesium,The Danger Zone Collection,Mil-Spec Grade,0 - 1
M4A4 | The Coalition,The 2021 Train Collection,Covert,0 - 1
M4A4 | The Emperor,The Prisma Collection,Covert,0 - 0.8
M4A4 | The Battlestar,The Wildfire Collection,Covert,0 - 0.64
M4A4 | Eye of Horus,The Anubis Collection,Covert,0 - 0.7
M4A4 | Royal Paladin,The Revolver Case Collection,Covert,0 - 0.8
M4A4 | Buzz Kill,The Glove Collection,Covert,0 - 0.7
M4A4 | Steel Work,The Radiant Collection,Industrial Grade,0 - 0.7
M4A4 | Urban DDPAT,The Train Collection,Industrial Grade,0.06 - 0.8
M4A4 | Red DDPAT,The 2021 Dust 2 Collection,Restricted,0 - 0.5
M4A4 | Desert Storm,The Dust Collection,Industrial Grade,0.06 - 0.8
M4A4 | Modern Hunter,The Militia Collection,Restricted,0.06 - 0.8
M4A4 | Converter,The 2018 Inferno Collection,Mil-Spec Grade,0 - 0.4
M4A4 | Jungle Tiger,The Aztec Collection,Industrial Grade,0.06 - 0.8
M4A4 | Naval Shred Camo,The Ascent Collection,Industrial Grade,0 - 0.6
M4A4 | Turbine,The Gallery Collection,Restricted,0 - 0.85
M4A4 | Choppa,The Fever Collection,Mil-Spec Grade,0 - 1
M4A4 | Etch Lord,The Kilowatt Collection,Restricted,0 - 1
M4A1-S | Fade,The Sport & Field Collection,Covert,0 - 0.08
M4A1-S | Moss Quartz,The Norse Collection,Industrial Grade,0 - 0.5
M4A1-S | Atomic Alloy,The Huntsman Collection,Classified,0 - 0.9
M4A1-S | Blue Phosphor,The Control Collection,Classified,0 - 0.08
M4A1-S | Knight,The Cobblestone Collection,Classified,0 - 0.1
M4A1-S | Dark Water,The Arms Deal Collection,Restricted,0.1 - 0.26
M4A1-S | Hot Rod,The Chop Shop Collection,Classified,0 - 0.08
M4A1-S | Basilisk,The Vanguard Collection,Restricted,0 - 0.68
M4A1-S | Guardian,The Winter Offensive Collection,Classified,0 - 0.5
M4A1-S | Master Piece,The Overpass Collection,Classified,0 - 1
M4A1-S | Flashback,The Glove Collection,Restricted,0 - 1
M4A1-S | Hyper Beast,The Chroma 2 Collection,Covert,0 - 1
M4A1-S | Welcome to the Jungle,The Ancient Collection,Covert,0 - 1
M4A1-S | Player Two,The Prisma 2 Collection,Covert,0 - 0.84
M4A1-S | Cyrex,The Breakout Collection,Covert,0 - 0.5
M4A1-S | Emphorosaur-S,The Revolution Collection,Restricted,0 - 0.8
M4A1-S | Briefing,The Operation Hydra Collection,Mil-Spec Grade,0 - 0.8
M4A1-S | Nightmare,The Horizon Collection,Classified,0 - 1
M4A1-S | Printstream,The Operation Broken Fang Collection,Covert,0 - 0.8
M4A1-S | Chantico's Fire,The Chroma 3 Collection,Covert,0 - 0.99
M4A1-S | Stratosphere,The Ascent Collection,Classified,0 - 0.8
M4A1-S | Decimator,The Spectrum Collection,Classified,0 - 0.85
M4A1-S | Mecha Industries,The Gamma Collection,Covert,0 - 0.8
M4A1-S | Leaded Glass,The Spectrum 2 Collection,Classified,0 - 0.7
M4A1-S | Imminent Danger,The 2021 Vertigo Collection,Covert,0 - 0.8
M4A1-S | Night Terror,The Dreams & Nightmares Collection,Restricted,0 - 0.7
M4A1-S | Mud-Spec,The Anubis Collection,Industrial Grade,0 - 0.73
M4A1-S | Control Panel,The 2018 Nuke Collection,Classified,0 - 1
M4A1-S | Golden Coil,The Shadow Collection,Covert,0 - 1
M4A1-S | Glitched Paint,The Radiant Collection,Restricted,0 - 0.67
M4A1-S | Boreal Forest,The Italy Collection,Industrial Grade,0.06 - 0.8
M4A1-S | Rose Hex,The Radiant Collection,Mil-Spec Grade,0 - 0.5
M4A1-S | Icarus Fell,The Gods and Monsters Collection,Restricted,0 - 0.1
M4A1-S | Bright Water,The Bravo Collection,Restricted,0.1 - 0.22
M4A1-S | Wash me plz,The Overpass 2024 Collection,Industrial Grade,0 - 0.58
M4A1-S | Blood Tiger,The Arms Deal 2 Collection,Mil-Spec Grade,0 - 0.3
M4A1-S | VariCamo,The Dust 2 Collection,Mil-Spec Grade,0 - 0.6
M4A1-S | Black Lotus,The Kilowatt Collection,Classified,0 - 0.7
M4A1-S | Vaporwave,The Gallery Collection,Covert,0 - 0.597321
M4A1-S | Nitro,The Safehouse Collection,Restricted,0.06 - 0.8
M4A1-S | Fizzy POP,The 2021 Train Collection,Mil-Spec Grade,0 - 0.57
M4A4 | Tornado,The Inferno Collection,Industrial Grade,0.06 - 0.8
M4A4 | Polysoup,The Graphic Design Collection,Restricted,0 - 0.64
M4A4 | Dark Blossom,The St. Marc Collection,Industrial Grade,0 - 0.5
M4A4 | Radiation Hazard,The Nuke Collection,Mil-Spec Grade,0.06 - 0.8
M4A4 | Zirka,The Bravo Collection,Restricted,0.06 - 0.42
M4A4 | Faded Zebra,The eSports 2013 Collection,Mil-Spec Grade,0.06 - 0.8
M4A4 | Sheet Lightning,The Boreal Collection,Restricted,0 - 0.75
MAC-10 | Fade,The Chop Shop Collection,Mil-Spec Grade,0 - 0.08
MAC-10 | Amber Fade,The Mirage Collection,Mil-Spec Grade,0 - 0.4
MAC-10 | Last Dive,The Spectrum Collection,Restricted,0 - 0.52
MAC-10 | Gold Brick,The Ancient Collection,Restricted,0 - 0.7
MAC-10 | Copper Borre,The Norse Collection,Mil-Spec Grade,0 - 0.5
MAC-10 | Aloha,The Operation Hydra Collection,Mil-Spec Grade,0 - 0.65
MAC-10 | Lapis Gator,The Wildfire Collection,Mil-Spec Grade,0 - 0.5
MAC-10 | Malachite,The Chroma Collection,Restricted,0 - 0.5
MAC-10 | Oceanic,The Spectrum 2 Collection,Mil-Spec Grade,0 - 0.6
MAC-10 | Nuclear Garden,The Cache Collection,Mil-Spec Grade,0 - 0.7
MAC-10 | Red Filigree,The Canals Collection,Restricted,0 - 0.5
MAC-10 | Silver,The Bank Collection,Industrial Grade,0 - 0.08
MAC-10 | Graven,The Bravo Collection,Restricted,0.06 - 0.8
MAC-10 | Carnivore,The Gamma Collection,Mil-Spec Grade,0 - 1
MAC-10 | Case Hardened,The 2021 Dust 2 Collection,Restricted,0 - 1
MAC-10 | Tatter,The Huntsman Collection,Restricted,0 - 0.5
MAC-10 | Commuter,The Baggage Collection,Industrial Grade,0 - 1
MAC-10 | Rangeen,The Shadow Collection,Mil-Spec Grade,0 - 0.5
MAC-10 | Curse,The Huntsman Collection,Restricted,0 - 0.5
MAC-10 | Allure,The Fracture Collection,Restricted,0 - 1
MAC-10 | Monkeyflage,The Recoil Collection,Mil-Spec Grade,0 - 1
MAC-10 | Disco Tech,The Prisma 2 Collection,Classified,0 - 1
MAC-10 | Neon Rider,The Chroma 2 Collection,Covert,0 - 0.45
MAC-10 | Ensnared,The Dreams & Nightmares Collection,Mil-Spec Grade,0 - 0.9
MAC-10 | Button Masher,The Snakebite Collection,Restricted,0 - 1
MAC-10 | Propaganda,The 2021 Train Collection,Classified,0 - 0.62
MAC-10 | Heat,The Phoenix Collection,Restricted,0 - 1
MAC-10 | Sakkaku,The Revolution Collection,Restricted,0.21 - 0.79
MAC-10 | Echoing Sands,The Anubis Collection,Industrial Grade,0.02 - 0.8
MAC-10 | Toybox,The Operation Riptide Collection,Classified,0 - 1
MAC-10 | Pipsqueak,The Overpass 2024 Collection,Mil-Spec Grade,0 - 0.9
MAC-10 | Calf Skin,The 2018 Inferno Collection,Industrial Grade,0 - 1
MAC-10 | Classic Crate,The CS20 Collection,Mil-Spec Grade,0 - 1
MAC-10 | Pipe Down,The Danger Zone Collection,Restricted,0 - 0.9
MAC-10 | Whitefish,The Prisma Collection,Mil-Spec Grade,0 - 1
MAC-10 | Hot Snakes,The Havoc Collection,Classified,0 - 1
MAC-10 | Stalker,The Shattered Web Collection,Covert,0 - 1
MAC-10 | Urban DDPAT,The Vertigo Collection,Consumer Grade,0.06 - 0.8
MAC-10 | Strats,The 2021 Vertigo Collection,Consumer Grade,0 - 0.6
MAC-10 | Acid Hex,The Boreal Collection,Industrial Grade,0 - 0.58
MAC-10 | Poplar Thicket,The Boreal Collection,Mil-Spec Grade,0 - 0.68
MAC-10 | Light Box,The Kilowatt Collection,Mil-Spec Grade,0 - 1
MAC-10 | Saibā Oni,The Gallery Collection,Restricted,0 - 0.66
MAC-10 | Derailment,The Train 2025 Collection,Restricted,0 - 0.7
MAC-10 | Bronzer,The Radiant Collection,Consumer Grade,0 - 0.8
MAC-10 | Indigo,The Cobblestone Collection,Consumer Grade,0.06 - 0.8
MAC-10 | Ultraviolet,The eSports 2014 Summer Collection,Mil-Spec Grade,0.06 - 0.8
MAC-10 | Candy Apple,The Train Collection,Industrial Grade,0 - 0.3
MAC-10 | Tornado,The Militia Collection,Consumer Grade,0.06 - 0.8
MAC-10 | Storm Camo,The Ascent Collection,Consumer Grade,0 - 0.637288
MAC-10 | Sienna Damask,The 2021 Mirage Collection,Consumer Grade,0 - 0.6
MAC-10 | Palm,The Dust 2 Collection,Industrial Grade,0.06 - 0.8
MAC-10 | Surfwood,The St. Marc Collection,Consumer Grade,0 - 0.5
MAG-7 | Carbon Fiber,The Control Collection,Industrial Grade,0 - 0.12
MAG-7 | Chainmail,The Norse Collection,Industrial Grade,0 - 0.22
MAG-7 | Hard Water,The Operation Hydra Collection,Mil-Spec Grade,0 - 0.45
MAG-7 | Sonar,The Glove Collection,Mil-Spec Grade,0 - 0.45
MAG-7 | Navy Sheen,The 2021 Mirage Collection,Consumer Grade,0 - 0.55
MAG-7 | Metallic DDPAT,The Train Collection,Industrial Grade,0 - 0.08
MAG-7 | Silver,The Cobblestone Collection,Industrial Grade,0 - 0.08
MAG-7 | SWAG-7,The Clutch Collection,Restricted,0 - 0.92
MAG-7 | Rust Coat,The 2018 Inferno Collection,Consumer Grade,0 - 1
MAG-7 | Heaven Guard,The Phoenix Collection,Mil-Spec Grade,0 - 0.4
MAG-7 | Insomnia,The Revolution Collection,Mil-Spec Grade,0 - 1
MAG-7 | Monster Call,The Fracture Collection,Restricted,0 - 1
MAG-7 | Cobalt Core,The Shadow Collection,Mil-Spec Grade,0 - 0.5
MAG-7 | Foresight,The Dreams & Nightmares Collection,Mil-Spec Grade,0 - 0.7
MAG-7 | Heat,The Chroma 2 Collection,Restricted,0 - 1
MAG-7 | Petroglyph,The Gamma 2 Collection,Restricted,0 - 0.44
MAG-7 | BI83 Spectrum,The Operation Riptide Collection,Restricted,0 - 0.6
MAG-7 | Cinquedea,The Canals Collection,Classified,0 - 1
MAG-7 | Copper Coated,The Anubis Collection,Mil-Spec Grade,0 - 1
MAG-7 | Justice,The Prisma 2 Collection,Classified,0 - 1
MAG-7 | Popdog,The CS20 Collection,Mil-Spec Grade,0 - 0.8
MAG-7 | Praetorian,The Wildfire Collection,Restricted,0 - 0.45
MAG-7 | Counter Terrace,The Rising Sun Collection,Mil-Spec Grade,0 - 0.65
MAG-7 | Prism Terrace,The 2021 Vertigo Collection,Restricted,0 - 0.37
MAG-7 | Memento,The eSports 2013 Collection,Mil-Spec Grade,0.02 - 0.18
MAG-7 | Core Breach,The 2018 Nuke Collection,Restricted,0 - 1
MAG-7 | Resupply,The Fever Collection,Mil-Spec Grade,0 - 1
MAG-7 | Seabird,The Chop Shop Collection,Consumer Grade,0 - 1
MAG-7 | Copper Oxide,The Boreal Collection,Consumer Grade,0 - 0.65
MAG-7 | Sand Dune,The Inferno Collection,Consumer Grade,0.06 - 0.8
MAG-7 | Storm,The Overpass Collection,Consumer Grade,0.06 - 0.8
MAG-7 | Bulldozer,The Mirage Collection,Restricted,0.06 - 0.8
MAG-7 | Wildwood,The Sport & Field Collection,Industrial Grade,0 - 0.7
MAG-7 | Hazard,The Alpha Collection,Mil-Spec Grade,0.06 - 0.8
MAG-7 | Firestarter,The Vanguard Collection,Mil-Spec Grade,0.06 - 0.49
MAG-7 | Irradiated Alert,The Nuke Collection,Consumer Grade,0.06 - 0.8
MP5-SD | Co-Processor,The 2018 Nuke Collection,Mil-Spec Grade,0 - 0.5
MP5-SD | Desert Strike,The Prisma 2 Collection,Mil-Spec Grade,0 - 1
MP5-SD | Liquidation,The Revolution Collection,Mil-Spec Grade,0 - 1
MP5-SD | Condition Zero,The Operation Broken Fang Collection,Mil-Spec Grade,0 - 1
MP5-SD | Acid Wash,The Shattered Web Collection,Mil-Spec Grade,0 - 0.68
MP5-SD | Agent,The CS20 Collection,Restricted,0 - 1
MP5-SD | Phosphor,The Danger Zone Collection,Classified,0 - 0.8
MP5-SD | Necro Jr.,The Dreams & Nightmares Collection,Mil-Spec Grade,0 - 1
MP5-SD | Oxide Oasis,The 2021 Mirage Collection,Classified,0 - 0.55
MP5-SD | Gauss,The Prisma Collection,Restricted,0 - 1
MP5-SD | Kitbash,The Fracture Collection,Restricted,0 - 0.8
MP5-SD | Savannah Halftone,The Sport & Field Collection,Industrial Grade,0.25 - 0.75
MP5-SD | Bamboo Garden,The St. Marc Collection,Consumer Grade,0 - 0.55
MP5-SD | Lab Rats,The Blacksite Collection,Restricted,0 - 0.35
MP5-SD | Autumn Twilly,The 2021 Train Collection,Restricted,0 - 0.58
MP5-SD | Gold Leaf,The Boreal Collection,Mil-Spec Grade,0 - 0.6
MP5-SD | Statics,The Gallery Collection,Mil-Spec Grade,0 - 1
MP5-SD | Nitro,The Control Collection,Industrial Grade,0.06 - 0.8
MP5-SD | Lime Hex,The Ascent Collection,Consumer Grade,0 - 0.638225
MP5-SD | Neon Squeezer,The Overpass 2024 Collection,Industrial Grade,0.2 - 0.9
MP5-SD | Dirt Drop,The 2018 Inferno Collection,Consumer Grade,0.06 - 0.8
MP7 | Fade,The 2018 Inferno Collection,Restricted,0 - 0.25
MP7 | Motherboard,The 2018 Nuke Collection,Industrial Grade,0 - 0.5
MP7 | Vault Heist,The Havoc Collection,Industrial Grade,0 - 0.6
MP7 | Ocean Foam,The eSports 2014 Summer Collection,Restricted,0 - 0.08
MP7 | Anodized Navy,The Italy Collection,Mil-Spec Grade,0 - 0.08
MP7 | Armor Core,The Chroma 2 Collection,Mil-Spec Grade,0 - 0.5
MP7 | Urban Hazard,The Breakout Collection,Mil-Spec Grade,0 - 0.5
MP7 | Special Delivery,The Shadow Collection,Restricted,0 - 0.62
MP7 | Abyssal Apparition,The Dreams & Nightmares Collection,Classified,0 - 1
MP7 | Guerrilla,The Operation Riptide Collection,Mil-Spec Grade,0 - 1
MP7 | Nemesis,The Falchion Collection,Classified,0 - 0.32
MP7 | Mischief,The Prisma Collection,Mil-Spec Grade,0.1 - 1
MP7 | Neon Ply,The Shattered Web Collection,Restricted,0 - 1
MP7 | Astrolabe,The Graphic Design Collection,Industrial Grade,0 - 1
MP7 | Cirrus,The Glove Collection,Mil-Spec Grade,0 - 0.75
MP7 | Bloodsport,The Clutch Collection,Covert,0 - 0.65
MP7 | Sunbaked,The Anubis Collection,Consumer Grade,0 - 1
MP7 | Powercore,The Horizon Collection,Restricted,0 - 0.8
MP7 | Forest DDPAT,The Bank Collection,Consumer Grade,0.06 - 0.8
MP7 | Tall Grass,The Ancient Collection,Industrial Grade,0 - 0.65
MP7 | Gunsmoke,The Overpass Collection,Industrial Grade,0.06 - 0.8
MP7 | Olive Plaid,The Baggage Collection,Consumer Grade,0 - 0.58
MP7 | Skulls,The Arms Deal Collection,Mil-Spec Grade,0.1 - 0.26
MP7 | Full Stop,The Chop Shop Collection,Mil-Spec Grade,0 - 0.6
MP7 | Just Smile,The Kilowatt Collection,Restricted,0 - 1
MP7 | Short Ochre,The Radiant Collection,Consumer Grade,0 - 0.746575
MP7 | Groundwater,The Alpha Collection,Consumer Grade,0.06 - 0.8
MP7 | Whiteout,The Office Collection,Mil-Spec Grade,0.06 - 0.8
MP7 | Teal Blossom,The St. Marc Collection,Mil-Spec Grade,0 - 0.5
MP7 | Scorched,The Norse Collection,Consumer Grade,0.06 - 0.8
MP7 | Asterion,The Gods and Monsters Collection,Consumer Grade,0 - 0.55
MP7 | Impire,The Wildfire Collection,Restricted,0 - 0.4
MP7 | Akoben,The Spectrum Collection,Mil-Spec Grade,0 - 0.7
MP7 | Army Recon,The Safehouse Collection,Consumer Grade,0.06 - 0.8
MP7 | Orange Peel,The Mirage Collection,Industrial Grade,0.06 - 0.8
MP7 | Prey,The 2021 Dust 2 Collection,Consumer Grade,0 - 0.48
MP9 | Sand Scale,The Glove Collection,Mil-Spec Grade,0 - 0.45
MP9 | Mount Fuji,The Operation Riptide Collection,Restricted,0 - 0.55
MP9 | Pandora's Box,The Gods and Monsters Collection,Mil-Spec Grade,0 - 0.3
MP9 | Hypnotic,The Arms Deal 2 Collection,Restricted,0 - 0.08
MP9 | Army Sheen,The Control Collection,Consumer Grade,0 - 0.3
MP9 | Dark Age,The Cobblestone Collection,Mil-Spec Grade,0 - 0.22
MP9 | Music Box,The 2021 Mirage Collection,Mil-Spec Grade,0 - 0.55
MP9 | Bioleak,The Chroma 3 Collection,Mil-Spec Grade,0 - 0.5
MP9 | Ruby Poison Dart,The Falchion Collection,Restricted,0 - 0.5
MP9 | Stained Glass,The Canals Collection,Restricted,0 - 0.5
MP9 | Rose Iron,The Winter Offensive Collection,Restricted,0 - 0.3
MP9 | Hot Rod,The Mirage Collection,Mil-Spec Grade,0 - 0.08
MP9 | Black Sand,The Clutch Collection,Mil-Spec Grade,0 - 1
